7.011984905489044391e-04,2.822754761912867408e-02,-3.311867580710306687e-04,1.816684416766096077e-03,6.492250448787351656e-03,-2.710937523079729773e-03,2.969297829334269223e-02,3.040834413593475685e-02,1.476015208395582423e-01,-8.272862816024330324e-03,5.340712071054995284e-03,-6.920720674916044923e-03,-1.254040654801144615e-03,2.479113200157019581e-02,-1.748123226254421313e-03,-1.051170529828780731e-02,-1.320062543620741796e-02,7.882379130452865212e-04
6.290417170312708351e-04,2.814541180135768372e-02,-3.021230105745118682e-04,1.805043333659226215e-03,5.919203940119740354e-03,-2.302775103572846007e-03,2.689589775174573705e-02,2.950181471075227421e-02,1.341556989257056687e-01,-7.475692194906202216e-03,4.872706417583679527e-03,-5.776186577552899597e-03,-1.139720043274905894e-03,2.481116387596455503e-02,-1.588761154953630388e-03,-1.050327153840676514e-02,-1.199723257442564250e-02,7.853728547737452758e-04
5.707067748285724312e-04,2.808294081085249347e-02,-2.776478274510205775e-04,1.796189340213047089e-03,5.437386807981184345e-03,-1.992334283409115305e-03,2.458418487344199432e-02,2.881232512325857323e-02,1.229454310648161602e-01,-6.869378899995112926e-03,4.478434575892500241e-03,-4.905675019139284741e-03,-1.044425162744673291e-03,2.482639975075165081e-02,-1.455920809338245381e-03,-1.049685697594479432e-02,-1.099411356144911270e-02,7.831937442111295243e-04
5.225102853885914582e-04,2.803432372593333416e-02,-2.567699309949027600e-04,1.789298856361527411e-03,5.026873232020783941e-03,-1.750738502785530388e-03,2.264042228754010663e-02,2.827574048521547950e-02,1.134554066327237987e-01,-6.397524928893410026e-03,4.142012041776155055e-03,-4.228212823974662228e-03,-9.637654505704633173e-04,2.483825683533796153e-02,-1.343481778166776127e-03,-1.049186494163664024e-02,-1.014505125702345502e-02,7.814978850224911944e-04
4.819788939899751867e-04,2.799574759294461146e-02,-2.387596750575529431e-04,1.783831473406802303e-03,4.673070609852088622e-03,-1.559039823664170850e-03,2.098246743412710696e-02,2.784997739413363343e-02,1.053173589311756919e-01,-6.023123593054041658e-03,3.851731632496516698e-03,-3.690667807118544648e-03,-8.946047898262180073e-04,2.484766506029347996e-02,-1.247072338066232237e-03,-1.048790391888631060e-02,-9.417033410134154070e-03,7.801522739127155284e-04
4.473891514858224436e-04,2.796462637325240405e-02,-2.230696112033889818e-04,1.779420672922443769e-03,4.365071439396604920e-03,-1.404387289956001480e-03,1.955107224159886165e-02,2.750649385477269351e-02,9.826111811455152945e-02,-5.721076049081337371e-03,3.598801112952653737e-03,-3.257004418199914344e-03,-8.346433607211168606e-04,2.485525512733775116e-02,-1.163486557577627549e-03,-1.048470837154441559e-02,-8.785851029248926969e-03,7.790667047868102095e-04
4.175024508852231888e-04,2.793915597154142741e-02,-2.092817593208882207e-04,1.775810761057624969e-03,4.094571853931198296e-03,-1.277815703147167515e-03,1.830239205156376434e-02,2.722537814605022546e-02,9.208399247988893754e-02,-5.473872618168283341e-03,3.376502644190946655e-03,-2.902083215422015909e-03,-7.821562977517190025e-04,2.486146703222781584e-02,-1.090319987177754005e-03,-1.048209305391704753e-02,-8.233347363719311848e-03,7.781782472651484900e-04
3.914050482637492770e-04,2.791804676218791539e-02,-1.970719090102956896e-04,1.772818959586815613e-03,3.855145521952857597e-03,-1.172916449715887119e-03,1.720326480360722873e-02,2.699239672647319593e-02,8.663094263587370336e-02,-5.268996816242647874e-03,3.179622478068033515e-03,-2.607933713649812635e-03,-7.358245854916560741e-04,2.486661529813587873e-02,-1.025733929299647894e-03,-1.047992554639390166e-02,-7.745637832921469304e-03,7.774419166787816275e-04
3.684076052585823061e-04,2.790035707603365916e-02,-1.861849719555177705e-04,1.770311806042215068e-03,3.641745436719631863e-03,-1.085010036929540773e-03,1.622813170051838963e-02,2.679715643475589354e-02,8.178135690936906566e-02,-5.097309256751367083e-03,3.004056561431938006e-03,-2.361434080164684715e-03,-6.946223224622941625e-04,2.487092958611458737e-02,-9.682982850084515501e-04,-1.047810915776567313e-02,-7.311923312349660579e-03,7.768248657622006063e-04
3.479799223604516305e-04,2.788538633214231871e-02,-1.764176428360784239e-04,1.768190007312651132e-03,3.450355119422156194e-03,-1.010615026159652867e-03,1.535696828372789570e-02,2.663192498980335166e-02,7.743999881292605580e-02,-4.952010439150080628e-03,2.846532743189222545e-03,-2.152821962952465671e-03,-6.577395858805629896e-04,2.487458075888143022e-02,-9.168840280445636048e-04,-1.047657195191936848e-02,-6.923678171468812190e-03,7.763026568796329175e-04
