eval,J,J_nonqs,J_iota,J_mr,residual_norm,major_radius,iota,lsq_nfev,best_J,boozer_norm,normal_norm,pressure_norm,jump_norm,sheet_current_norm
1.790000000000000000e+02,2.009577231306013123e-01,2.005556250892028547e-01,0.000000000000000000e+00,4.020980413984638516e-04,2.910368555894754695e-15,1.499776291659850491e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.909558397026859947e-15,6.866633344471072762e-17,0.000000000000000000e+00,9.092283259055243227e-21,7.235409123351649821e-15
1.800000000000000000e+02,2.009577193796584227e-01,2.005556213597257664e-01,0.000000000000000000e+00,4.020980199326463383e-04,2.865616950008112613e-15,1.499776290902901765e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.865199868497717470e-15,4.888985223736644918e-17,0.000000000000000000e+00,9.092283180660389725e-21,7.235409060967006934e-15
1.810000000000000000e+02,2.009577254271738556e-01,2.005556273982709858e-01,0.000000000000000000e+00,4.020980289028802364e-04,2.861215416899557747e-15,1.499776291219218960e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.860566712735271116e-15,6.092408236457151917e-17,0.000000000000000000e+00,9.092283115140942139e-21,7.235409008828286700e-15
1.820000000000000000e+02,2.009577267768882791e-01,2.005556287508027669e-01,0.000000000000000000e+00,4.020980260855197964e-04,2.859299079944625816e-15,1.499776291119870431e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.858842651696152751e-15,5.108738917211668193e-17,0.000000000000000000e+00,9.092283120168353555e-21,7.235409012828975848e-15
1.830000000000000000e+02,2.009577279763224700e-01,2.005556299031759915e-01,0.000000000000000000e+00,4.020980731464900973e-04,2.797477544704578592e-15,1.499776292779380515e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.796482064496683922e-15,7.462356190942117381e-17,0.000000000000000000e+00,9.092283079747423383e-21,7.235408980663019399e-15
1.840000000000000000e+02,2.009577242944854958e-01,2.005556262496905884e-01,0.000000000000000000e+00,4.020980447948986776e-04,2.871687368066753576e-15,1.499776291779618909e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.871235229895995949e-15,5.095678988686831605e-17,0.000000000000000000e+00,9.092282918977934117e-21,7.235408852726725304e-15
1.850000000000000000e+02,2.009577237951371831e-01,2.005556257504873263e-01,0.000000000000000000e+00,4.020980446498703740e-04,2.927952754079501162e-15,1.499776291774504777e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.927209991947517806e-15,6.594689592147696152e-17,0.000000000000000000e+00,9.092282736720803837e-21,7.235408707691110627e-15
1.860000000000000000e+02,2.009577234973652371e-01,2.005556254598644395e-01,0.000000000000000000e+00,4.020980375008021985e-04,2.855421471482241531e-15,1.499776291522407323e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.854847259964305557e-15,5.726169743761468080e-17,0.000000000000000000e+00,9.092282733121346095e-21,7.235408704826751947e-15
1.870000000000000000e+02,2.009577239062081688e-01,2.005556258481122622e-01,0.000000000000000000e+00,4.020980580959149448e-04,2.928139881012612535e-15,1.499776292248652387e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.927184700644795094e-15,7.478563368007222689e-17,0.000000000000000000e+00,9.092283132547081698e-21,7.235409022679653943e-15
1.880000000000000000e+02,2.009577248429431917e-01,2.005556268083240057e-01,0.000000000000000000e+00,4.020980346191827220e-04,2.860001667879499707e-15,1.499776291420792829e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.859055494384182420e-15,7.356099661142758079e-17,0.000000000000000000e+00,9.092283061784500487e-21,7.235408966368582117e-15
1.890000000000000000e+02,2.009577245484163721e-01,2.005556265057440168e-01,0.000000000000000000e+00,4.020980426723417731e-04,2.887096965538824411e-15,1.499776291704771225e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.886651901649774129e-15,5.069208066907514299e-17,0.000000000000000000e+00,9.092283093127416925e-21,7.235408991310481718e-15
1.900000000000000000e+02,2.009577250054377928e-01,2.005556269505620604e-01,0.000000000000000000e+00,4.020980548757217355e-04,2.911958388711269872e-15,1.499776292135098776e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.911161419558853498e-15,6.812376072519504674e-17,0.000000000000000000e+00,9.092283023510184747e-21,7.235408935910847160e-15
1.910000000000000000e+02,2.009577250468000398e-01,2.005556270001322972e-01,0.000000000000000000e+00,4.020980466677363373e-04,2.860063726682654800e-15,1.499776291845660747e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.858716869456165019e-15,8.776320920492493824e-17,0.000000000000000000e+00,9.092282773328880220e-21,7.235408736822891887e-15
1.920000000000000000e+02,2.009577243850165784e-01,2.005556263336149836e-01,0.000000000000000000e+00,4.020980514015903796e-04,2.971216018804815102e-15,1.499776292012590551e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.970535900701625013e-15,6.356959149193125470e-17,0.000000000000000000e+00,9.092282910398686587e-21,7.235408845899577509e-15
1.930000000000000000e+02,2.009577241875583897e-01,2.005556261513185556e-01,0.000000000000000000e+00,4.020980362398327880e-04,2.884123915609220810e-15,1.499776291477941781e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.883537453140306937e-15,5.815940889920791298e-17,0.000000000000000000e+00,9.092283128422633509e-21,7.235409019397520839e-15
1.940000000000000000e+02,2.009577243124634760e-01,2.005556262749943197e-01,0.000000000000000000e+00,4.020980374691607339e-04,2.937672819627268895e-15,1.499776291521291549e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.936885059705004660e-15,6.802750308285451345e-17,0.000000000000000000e+00,9.092283326541164592e-21,7.235409177055239743e-15
1.950000000000000000e+02,2.009577244895069392e-01,2.005556264474763206e-01,0.000000000000000000e+00,4.020980420306077656e-04,2.875638454930894804e-15,1.499776291682141771e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.874820440655853791e-15,6.858540210538384284e-17,0.000000000000000000e+00,9.092283107560030488e-21,7.235409002795589679e-15
1.960000000000000000e+02,2.009577246923069660e-01,2.005556266484203043e-01,0.000000000000000000e+00,4.020980438866518384e-04,2.864271060620273149e-15,1.499776291747591417e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.863860914821857646e-15,4.847029172417505040e-17,0.000000000000000000e+00,9.092283218759096765e-21,7.235409091284995182e-15
1.970000000000000000e+02,2.009577249943814425e-01,2.005556269508172174e-01,0.000000000000000000e+00,4.020980435642295195e-04,2.823744130631708033e-15,1.499776291736221845e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.823409828191120932e-15,4.344947949211291299e-17,0.000000000000000000e+00,9.092283048640151996e-21,7.235408955908641501e-15
1.980000000000000000e+02,2.009577253362860028e-01,2.005556272934419793e-01,0.000000000000000000e+00,4.020980428440371676e-04,2.832865961249730957e-15,1.499776291710825715e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.831999540326405746e-15,7.005824659323649213e-17,0.000000000000000000e+00,9.092283305189558931e-21,7.235409160064171387e-15
1.990000000000000000e+02,2.009577237852910592e-01,2.005556257399136733e-01,0.000000000000000000e+00,4.020980453773733386e-04,2.793605588990565356e-15,1.499776291800158701e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.793055444171844850e-15,5.543890816628747620e-17,0.000000000000000000e+00,9.092283128207343129e-21,7.235409019226199183e-15
2.000000000000000000e+02,2.009577249517383590e-01,2.005556269084736443e-01,0.000000000000000000e+00,4.020980432647276140e-04,2.928975597816745523e-15,1.499776291725660515e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.928328526033460508e-15,6.156375672416403623e-17,0.000000000000000000e+00,9.092283103508213932e-21,7.235408999571256413e-15
2.010000000000000000e+02,2.009577291328502879e-01,2.005556310854212654e-01,0.000000000000000000e+00,4.020980474290154522e-04,2.908992253262653320e-15,1.499776291872505718e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.908476576965588650e-15,5.477162314548822560e-17,0.000000000000000000e+00,9.092283141198261207e-21,7.235409029564044641e-15
2.020000000000000000e+02,2.009577254630368626e-01,2.005556274199445377e-01,0.000000000000000000e+00,4.020980430923270003e-04,2.819249740719241027e-15,1.499776291719581156e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.818597900112441936e-15,6.062159635451387194e-17,0.000000000000000000e+00,9.092283128430460608e-21,7.235409019403749685e-15
2.030000000000000000e+02,2.009577247866413674e-01,2.005556267479093879e-01,0.000000000000000000e+00,4.020980387319877079e-04,2.883830414769589199e-15,1.499776291565822595e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.883433506874008261e-15,4.784425256737549729e-17,0.000000000000000000e+00,9.092283153056181782e-21,7.235409039000277305e-15
2.040000000000000000e+02,2.009577231587060531e-01,2.005556250987548528e-01,0.000000000000000000e+00,4.020980599511908603e-04,2.804665914813959601e-15,1.499776292314074944e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.804086866284145594e-15,5.698894602741941477e-17,0.000000000000000000e+00,9.092283115293119193e-21,7.235409008949386315e-15
2.050000000000000000e+02,2.009577242369463002e-01,2.005556261941763285e-01,0.000000000000000000e+00,4.020980427699676735e-04,2.835538466446353004e-15,1.499776291708213805e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.835035147231074261e-15,5.342385776735256242e-17,0.000000000000000000e+00,9.092283121929869267e-21,7.235409014230745389e-15
2.060000000000000000e+02,2.009577236589088489e-01,2.005556256028503959e-01,0.000000000000000000e+00,4.020980560584595624e-04,2.866941001292622171e-15,1.499776292176805637e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.866528428758994736e-15,4.863611751116967523e-17,0.000000000000000000e+00,9.092283162717487473e-21,7.235409046688499910e-15
2.070000000000000000e+02,2.009577250729788767e-01,2.005556270581831391e-01,0.000000000000000000e+00,4.020980147957268027e-04,2.854875221798692429e-15,1.499776290721758665e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.854336820729237548e-15,5.544227436506448605e-17,0.000000000000000000e+00,9.092283141223095171e-21,7.235409029583805607e-15
2.080000000000000000e+02,2.009577246662393180e-01,2.005556266224115536e-01,0.000000000000000000e+00,4.020980438277639937e-04,2.911673832014384266e-15,1.499776291745514856e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.911084189890227637e-15,5.859473803862067149e-17,0.000000000000000000e+00,9.092283027216913778e-21,7.235408938860568479e-15
2.090000000000000000e+02,2.009577254637644472e-01,2.005556274182641596e-01,0.000000000000000000e+00,4.020980455002998557e-04,2.949071934606462993e-15,1.499776291804493455e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.948580026608483320e-15,5.386187971424769308e-17,0.000000000000000000e+00,9.092283065411793935e-21,7.235408969255088856e-15
2.100000000000000000e+02,2.009577251896154659e-01,2.005556271439570548e-01,0.000000000000000000e+00,4.020980456584003849e-04,2.871594858640494174e-15,1.499776291810068551e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.870783695793879445e-15,6.824957180733545866e-17,0.000000000000000000e+00,9.092283047737363307e-21,7.235408955190224297e-15
2.110000000000000000e+02,2.009577234740566043e-01,2.005556254073657396e-01,0.000000000000000000e+00,4.020980666908588745e-04,2.873138867183727705e-15,1.499776292551735724e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.872484810188491617e-15,6.130224527297526592e-17,0.000000000000000000e+00,9.092283481773940801e-21,7.235409300585557934e-15
2.120000000000000000e+02,2.009577267600654027e-01,2.005556287469314747e-01,0.000000000000000000e+00,4.020980131339270901e-04,2.856829486459155241e-15,1.499776290663158651e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.856229364254935454e-15,5.855367953987205298e-17,0.000000000000000000e+00,9.092283012441228897e-21,7.235408927102453114e-15
2.130000000000000000e+02,2.009577200872379732e-01,2.005556219264928997e-01,0.000000000000000000e+00,4.020981607450657886e-04,2.864136140223269664e-15,1.499776295868367137e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.863526946797712602e-15,5.906991293162480783e-17,0.000000000000000000e+00,9.092283206614498508e-21,7.235409081620631833e-15
2.140000000000000000e+02,2.009577264822084153e-01,2.005556284924496779e-01,0.000000000000000000e+00,4.020979897587260640e-04,2.912588135243966479e-15,1.499776289838879340e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.912008388704529914e-15,5.811015053932293291e-17,0.000000000000000000e+00,9.092282935292215842e-21,7.235408865709219058e-15
2.150000000000000000e+02,2.009577289240806475e-01,2.005556310059024572e-01,0.000000000000000000e+00,4.020979181781905655e-04,2.903233359205081659e-15,1.499776287314736001e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.902751417890799942e-15,5.289748435892975438e-17,0.000000000000000000e+00,9.092283088687335902e-21,7.235408987777176879e-15
2.160000000000000000e+02,2.009577250784296554e-01,2.005556270156282073e-01,0.000000000000000000e+00,4.020980628014585710e-04,2.857512348599249010e-15,1.499776292414583878e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.856924872707737642e-15,5.794043508985920129e-17,0.000000000000000000e+00,9.092283098709530772e-21,7.235408995752585874e-15
2.170000000000000000e+02,2.009577261354902888e-01,2.005556281013031739e-01,0.000000000000000000e+00,4.020980341871201874e-04,2.870942334473457078e-15,1.499776291405557016e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.870047246655361765e-15,7.168465494935911193e-17,0.000000000000000000e+00,9.092283097125731749e-21,7.235408994492240161e-15
2.180000000000000000e+02,2.009577245775064080e-01,2.005556265099584512e-01,0.000000000000000000e+00,4.020980675479693183e-04,2.906130931600711171e-15,1.499776292581959991e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.905305712845175016e-15,6.925103921918954483e-17,0.000000000000000000e+00,9.092283214559099460e-21,7.235409087942742988e-15
2.190000000000000000e+02,2.009577234512281707e-01,2.005556254246872727e-01,0.000000000000000000e+00,4.020980265409057424e-04,2.941285902871551971e-15,1.499776291135928696e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.940874432400944305e-15,4.919690232801576258e-17,0.000000000000000000e+00,9.092282793612184578e-21,7.235408752963831667e-15
2.200000000000000000e+02,2.009577247527039867e-01,2.005556267034198370e-01,0.000000000000000000e+00,4.020980492841528067e-04,2.953117063652167924e-15,1.499776291937923389e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.952353929614760195e-15,6.713170517137640232e-17,0.000000000000000000e+00,9.092283550910903227e-21,7.235409355603003583e-15
2.210000000000000000e+02,2.009577249185257874e-01,2.005556268770858908e-01,0.000000000000000000e+00,4.020980414398906203e-04,2.873049758452377235e-15,1.499776291661311323e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.872554369515592179e-15,5.335080728040950124e-17,0.000000000000000000e+00,9.092282985607149181e-21,7.235408905748570589e-15
2.220000000000000000e+02,2.009577246644864423e-01,2.005556266238352203e-01,0.000000000000000000e+00,4.020980406512266185e-04,2.907731320911244172e-15,1.499776291633500680e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.638518435890079547e-03,2.906764554081232136e-15,7.497507360791818794e-17,0.000000000000000000e+00,9.092283353028691271e-21,7.235409198133342807e-15
2.230000000000000000e+02,3.950210873861819067e-04,3.941192139892902755e-04,0.000000000000000000e+00,9.018733968916224018e-07,2.050362389359293104e-15,1.470074904051384745e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.049821710989815267e-15,4.708376357532143213e-17,0.000000000000000000e+00,7.843414056885119854e-21,6.241590589348615869e-15
2.240000000000000000e+02,3.950210696168625249e-04,3.941192096798579615e-04,0.000000000000000000e+00,9.018599370045575007e-07,2.022661264969275627e-15,1.470074914073404404e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.022084902076967638e-15,4.828293216004051090e-17,0.000000000000000000e+00,7.843414051832817299e-21,6.241590585328120790e-15
2.250000000000000000e+02,3.950211407552196657e-04,3.941192670220347583e-04,0.000000000000000000e+00,9.018737331848848500e-07,1.972173572646905627e-15,1.470074903800987043e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.971689923482431112e-15,4.367431995101843213e-17,0.000000000000000000e+00,7.843414058232148359e-21,6.241590590420547677e-15
2.260000000000000000e+02,3.950212623415547955e-04,3.941193890217723817e-04,0.000000000000000000e+00,9.018733197824330111e-07,1.971383459403240004e-15,1.470074904108798819e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.970391321875003071e-15,6.253625050196005674e-17,0.000000000000000000e+00,7.843414055581202087e-21,6.241590588310990833e-15
2.270000000000000000e+02,3.950212757808615918e-04,3.941194024423805395e-04,0.000000000000000000e+00,9.018733384810458402e-07,1.977911304795711442e-15,1.470074904094876178e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.977665514434437284e-15,3.118080489542294580e-17,0.000000000000000000e+00,7.843414055706553043e-21,6.241590588410741505e-15
2.280000000000000000e+02,3.950210872791632918e-04,3.941192138171304088e-04,0.000000000000000000e+00,9.018734620328908984e-07,2.029961896265703271e-15,1.470074904002881766e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.029478955823657349e-15,4.427717355531738595e-17,0.000000000000000000e+00,7.843413626591397623e-21,6.241590246931752009e-15
2.290000000000000000e+02,3.950211210340639134e-04,3.941192551106695264e-04,0.000000000000000000e+00,9.018659233943672600e-07,1.951748698886182488e-15,1.470074909616023717e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.950738257801004216e-15,6.279516775906624739e-17,0.000000000000000000e+00,7.843414115860568948e-21,6.241590636279787589e-15
2.300000000000000000e+02,3.950210819438323734e-04,3.941192085004834923e-04,0.000000000000000000e+00,9.018734433488892819e-07,2.014737808355874715e-15,1.470074904016793527e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.014245090790867806e-15,4.455502869490019665e-17,0.000000000000000000e+00,7.843414036416953305e-21,6.241590573060566941e-15
2.310000000000000000e+02,3.950210590166822861e-04,3.941191856649012173e-04,0.000000000000000000e+00,9.018733517810911094e-07,2.017082071801139104e-15,1.470074904084973211e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.016146547407738836e-15,6.142624598581593551e-17,0.000000000000000000e+00,7.843414129203188917e-21,6.241590646897506696e-15
2.320000000000000000e+02,3.950210798940850658e-04,3.941192132067159663e-04,0.000000000000000000e+00,9.018666873690812275e-07,2.007616092986586746e-15,1.470074909047180078e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.006889519992264277e-15,5.400769669618430427e-17,0.000000000000000000e+00,7.843414203748812628e-21,6.241590706219029509e-15
2.330000000000000000e+02,3.950210807774682761e-04,3.941192072649889297e-04,0.000000000000000000e+00,9.018735124793681814e-07,1.952388110646660152e-15,1.470074903965320257e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.951799111338672941e-15,4.795376429940818187e-17,0.000000000000000000e+00,7.843413941782992540e-21,6.241590497753253567e-15
2.340000000000000000e+02,3.950210884228160099e-04,3.941192150480572276e-04,0.000000000000000000e+00,9.018733747587767451e-07,1.975451261623156208e-15,1.470074904067864452e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.974658923215345992e-15,5.594482954670273351e-17,0.000000000000000000e+00,7.843414225287046920e-21,6.241590723358611975e-15
2.350000000000000000e+02,3.950210949130288909e-04,3.941192215562575106e-04,0.000000000000000000e+00,9.018733567714039293e-07,1.987342077216005425e-15,1.470074904081257516e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.986939470811776126e-15,4.000088926419609486e-17,0.000000000000000000e+00,7.843413929916390234e-21,6.241590488310110482e-15
2.360000000000000000e+02,3.950210898488900582e-04,3.941192165040221878e-04,0.000000000000000000e+00,9.018733448678945969e-07,2.007387871674174704e-15,1.470074904090120649e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.006946683801183275e-15,4.208414977738739952e-17,0.000000000000000000e+00,7.843414450329049457e-21,6.241590902441347359e-15
2.370000000000000000e+02,3.950210885503420920e-04,3.941192151530863315e-04,0.000000000000000000e+00,9.018733972557417488e-07,1.977164240551845665e-15,1.470074904051113629e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.976517733727154817e-15,5.055771274008563907e-17,0.000000000000000000e+00,7.843414161046696678e-21,6.241590672237766066e-15
2.380000000000000000e+02,3.950210888240758729e-04,3.941192154405662781e-04,0.000000000000000000e+00,9.018733835095679321e-07,1.992320910933830103e-15,1.470074904061348775e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.991954763325458416e-15,3.819467171876431151e-17,0.000000000000000000e+00,7.843414140707289078e-21,6.241590656052179126e-15
2.390000000000000000e+02,3.950210867658289081e-04,3.941192133541282679e-04,0.000000000000000000e+00,9.018734117006309262e-07,2.034883726154769859e-15,1.470074904040358232e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.033861011042547228e-15,6.450710556976515800e-17,0.000000000000000000e+00,7.843414079043447916e-21,6.241590606981653708e-15
2.400000000000000000e+02,3.950210868864485682e-04,3.941192135144378590e-04,0.000000000000000000e+00,9.018733720107348370e-07,2.030295894091756264e-15,1.470074904069910593e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.029803230277227987e-15,4.472430950226767863e-17,0.000000000000000000e+00,7.843414051659597956e-21,6.241590585190278391e-15
2.410000000000000000e+02,3.950210881468601025e-04,3.941192147446611390e-04,0.000000000000000000e+00,9.018734021989367729e-07,2.033345254465633377e-15,1.470074904047433018e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.032798954000452500e-15,4.713105569639940823e-17,0.000000000000000000e+00,7.843414055556542661e-21,6.241590588291367129e-15
2.420000000000000000e+02,3.950210882365004202e-04,3.941192148577035270e-04,0.000000000000000000e+00,9.018733787968922893e-07,1.993820238925166446e-15,1.470074904064857746e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.993374673330845101e-15,4.214922074290923684e-17,0.000000000000000000e+00,7.843414070590279584e-21,6.241590600254834820e-15
2.430000000000000000e+02,3.950210877141343072e-04,3.941192143089034265e-04,0.000000000000000000e+00,9.018734052308783962e-07,2.043672518389714283e-15,1.470074904045175490e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.043210595841945540e-15,4.344908973776756013e-17,0.000000000000000000e+00,7.843414379855580423e-21,6.241590846360342082e-15
2.440000000000000000e+02,3.950210874609648057e-04,3.941192140998159049e-04,0.000000000000000000e+00,9.018733611488869296e-07,2.038267761547578543e-15,1.470074904077998124e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.037750628622078034e-15,4.591125409942994920e-17,0.000000000000000000e+00,7.843414120992100952e-21,6.241590640363330009e-15
2.450000000000000000e+02,3.950210830731846817e-04,3.941192096767251593e-04,0.000000000000000000e+00,9.018733964595103437e-07,2.007849311829196668e-15,1.470074904051706488e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.007405373736644051e-15,4.221995315848731902e-17,0.000000000000000000e+00,7.843414372837460109e-21,6.241590840775500330e-15
2.460000000000000000e+02,3.950210866336488881e-04,3.941192132442510997e-04,0.000000000000000000e+00,9.018733893978031211e-07,2.052783064671245807e-15,1.470074904056964504e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.052207987711487139e-15,4.858688827987455677e-17,0.000000000000000000e+00,7.843414071833298844e-21,6.241590601243997765e-15
2.470000000000000000e+02,3.950210867813236750e-04,3.941192133915220755e-04,0.000000000000000000e+00,9.018733898015848917e-07,2.010889859385209782e-15,1.470074904056663856e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.010488585810923289e-15,4.017054693109354605e-17,0.000000000000000000e+00,7.843414086506832702e-21,6.241590612920826535e-15
2.480000000000000000e+02,3.950210890146041843e-04,3.941192156163825081e-04,0.000000000000000000e+00,9.018733982216568290e-07,1.994883453206335755e-15,1.470074904050394426e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.994305377438213162e-15,4.802138415268575790e-17,0.000000000000000000e+00,7.843414000408826669e-21,6.241590544406209823e-15
2.490000000000000000e+02,3.950213646636833759e-04,3.941194926162253304e-04,0.000000000000000000e+00,9.018720474580231426e-07,2.094779238317152051e-15,1.470074905056148351e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.094236303267700660e-15,4.769028516065288151e-17,0.000000000000000000e+00,7.843414059885660027e-21,6.241590591736370034e-15
2.500000000000000000e+02,3.950219409489158008e-04,3.941200675762290373e-04,0.000000000000000000e+00,9.018733726867860312e-07,2.053608765395346005e-15,1.470074904069407218e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.052997329567648726e-15,5.010914123372472992e-17,0.000000000000000000e+00,7.843414045503144717e-21,6.241590580291126370e-15
2.510000000000000000e+02,3.950214948382368583e-04,3.941196214013475995e-04,0.000000000000000000e+00,9.018734368892758422e-07,1.966252116918088830e-15,1.470074904021603235e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.965602710299545608e-15,5.053090624981630186e-17,0.000000000000000000e+00,7.843414053224825296e-21,6.241590586435847162e-15
2.520000000000000000e+02,3.950211446058968213e-04,3.941192712071357003e-04,0.000000000000000000e+00,9.018733987611258663e-07,2.009674120398364722e-15,1.470074904049992748e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.009282980237638864e-15,3.964814579238137162e-17,0.000000000000000000e+00,7.843414041111147243e-21,6.241590576796087596e-15
2.530000000000000000e+02,3.950209202683733285e-04,3.941190476010605838e-04,0.000000000000000000e+00,9.018726673127377477e-07,1.991676439539017201e-15,1.470074904594615761e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,1.991138122562193982e-15,4.630352721767434399e-17,0.000000000000000000e+00,7.843414057849806126e-21,6.241590590116288759e-15
2.540000000000000000e+02,3.950210020746698202e-04,3.941191287170488049e-04,0.000000000000000000e+00,9.018733576210155625e-07,2.017593525109093418e-15,1.470074904080624911e+00,-3.099999999999938360e-01,1.000000000000000000e+00,3.950210873861819067e-04,2.016954762915659979e-15,5.076531150748325970e-17,0.000000000000000000e+00,7.843414055392208174e-21,6.241590588160594501e-15
