0.000000000000000000e+00,1.424595733900994698e+00,0.000000000000000000e+00,1.942754099837026571e-01,0.000000000000000000e+00,-5.833224643282383659e-02,0.000000000000000000e+00,1.169023524241906697e+00,0.000000000000000000e+00,5.536889814676615451e-01,0.000000000000000000e+00,-1.831210258469533336e-01,0.000000000000000000e+00,7.493315379337438520e-01,0.000000000000000000e+00,8.406291779663195296e-01,0.000000000000000000e+00,-1.780426823800144165e-01,0.000000000000000000e+00,2.332936892931120609e-01,0.000000000000000000e+00,1.014209505368763642e+00,0.000000000000000000e+00,-6.602033872646179136e-02
7.956784170723732452e-02,6.366020692317461149e-01,6.754381533251843650e-02,9.921717473462191017e-02,6.920017831817325549e-01,6.585572991728573869e-03,2.731583956925706311e-02,5.544514014002562829e-01,3.770892653945244477e-02,3.575323954977899787e-01,6.341191594226902595e-01,9.294292827875988428e-02,5.577167953906550513e-02,3.943176200442252699e-01,6.635042239059955882e-02,5.688883296213900209e-01,5.203945155545093293e-01,7.567002299175906721e-02,6.568350299925074243e-02,1.310271635287669767e-01,-1.504271255794135953e-01,6.992855303727035787e-01,5.362361375637861860e-01,1.771683948330320391e-01
4.655814568122798591e-02,9.227484091826912383e-04,-1.108465206533979647e-01,-4.478550499099211851e-02,2.551441054156538754e-02,2.657004224946225152e-02,2.109250788336759080e-02,1.156095011428217856e-01,-6.716631366159381278e-02,-1.163811112436464179e-01,-4.774150451053419016e-03,6.991822853269705727e-03,-1.016218462201294997e-01,1.623061492325943989e-01,6.949084757960921621e-02,-8.001178711889023187e-02,-1.340254605695606171e-04,-2.246963061136983755e-02,-1.130925373688170532e-01,-4.189719867668860454e-02,2.995926058379006288e-02,2.438614577356528271e-02,3.230800764730658997e-02,2.962302803482804586e-02
3.341669783061773646e-03,-1.464904007996138159e-02,4.910249964523374228e-02,-6.848553824646197094e-03,-6.257365477276921086e-03,-2.038099261277323895e-02,2.375801485285106499e-02,-1.770206478660036123e-02,6.343301173418336956e-03,4.297611782691188737e-02,7.761245615855866253e-03,-2.782527454864027958e-02,2.312756526810096774e-02,-8.837435350680487509e-03,4.901757836514821637e-02,3.910307136951898799e-02,5.726999156419505799e-03,-1.679722246511731673e-02,6.919387666369973544e-02,3.722294947086731559e-02,-2.244714622015351116e-02,4.573654164845893794e-02,-4.347968313867401485e-03,-1.191898430212301810e-02
1.485037577712133676e-02,-6.785426319905876746e-03,1.624100646947576262e-02,-7.022703665211901987e-03,-4.783059325020561775e-03,-7.155506673611581291e-03,-7.337632262891480468e-03,5.918107878077006646e-03,2.924151813104006986e-05,1.683209304404898951e-02,3.095223008747693787e-03,2.467411512601211995e-03,-1.733810340402470312e-02,3.492137579386587944e-03,4.122814480862403534e-03,-3.768969968791877501e-03,8.323978837490380103e-03,1.449275851055497125e-02,1.264950628322518249e-02,5.828233747988820559e-03,4.116430213468774690e-03,-2.629752398273993604e-03,3.943187548873368538e-03,-7.209036331410520818e-03
-3.494661702541227485e-03,-2.707293596028978282e-03,2.661460768700688647e-03,7.192532182847947465e-04,-9.579468564919570162e-03,-1.978908007506438322e-03,5.564803666017772293e-03,5.871160065721547396e-03,-3.032200852108367893e-03,4.778321914890615828e-03,2.029532161695426270e-03,-4.630285110370164874e-03,4.850448681033939571e-03,1.448224426686323466e-02,2.991805890210605043e-03,7.042088788008272517e-03,3.014894395932137938e-03,-4.744160506386755315e-03,-3.092996723117703503e-03,9.228073371920152493e-03,-6.919263114026484585e-03,4.173245908811813905e-03,1.529296034481440920e-02,7.117512147703813040e-03
3.844509853765935739e-04,1.244634688027602444e-03,1.278336458737985241e-03,-2.415502124025435248e-03,7.312073391430862213e-04,-8.104748429172557896e-04,2.596966278546085534e-03,9.760367423476989414e-04,-6.862066211468902284e-03,2.592954146693549847e-03,-3.367936770892520151e-03,-1.937941238960353340e-03,-4.302120014840085313e-03,-4.026569944951062519e-03,6.964189653268470538e-03,-4.841983501876476366e-03,-3.003212542814230526e-03,-6.625149321391188284e-03,4.308211929744920968e-03,4.033653447004011822e-03,-5.619129030948510732e-03,5.728238985493511529e-03,-1.618193435814466955e-03,7.952260073600768550e-04
-2.837074390685498469e-03,7.221647457745519749e-03,-6.024157114222013394e-03,-4.271885567173083244e-04,1.244624898540772550e-03,6.072109377105721229e-04,-4.506612106226794839e-03,-6.576615540109520541e-04,5.426347445257062325e-04,2.839250721423854876e-03,2.535645229761028345e-03,1.475482053101737816e-03,8.816430245652433825e-04,8.143805343514169204e-04,-1.721449718459027627e-03,2.862847203013287999e-03,2.400497702938832276e-03,8.767603025370861777e-04,2.850661879334025293e-03,-3.038937977120132437e-03,2.954353696013228879e-04,-1.889557549449167630e-03,-1.586213259395911380e-04,-1.128582622576812739e-03
-3.862833953550671127e-04,-5.125214623199716340e-04,1.596557521278005320e-03,1.886114621886610283e-04,-7.234356551401947269e-04,1.807791371799214028e-03,-1.156425188258042389e-03,2.736554586677195089e-03,-6.816815233676090787e-04,2.378117006957092359e-03,3.597078581116994449e-03,-8.996071900168696109e-04,-4.704720378047881808e-05,2.482924187696336623e-04,-2.255611465025850540e-03,2.148017456956155047e-04,-7.201960780601276849e-04,2.083404269123688196e-04,1.013806951285433798e-03,1.870523587628698759e-03,-2.168330160696194629e-03,-1.561083000627360687e-04,9.302018802974832030e-04,2.974057636587939049e-04
-5.982940211555087427e-04,1.879951304097551108e-03,-1.421665793997473580e-03,-1.466430817173998511e-03,2.847490012223893602e-03,3.400789541598285733e-04,5.596828576739734402e-04,-1.946732669565633036e-03,4.621645637736828235e-05,8.563052971956301880e-05,-1.366113957739196506e-03,2.620685955258839355e-04,-5.083710428387928177e-04,-5.544824003054155733e-04,-1.038774856749869168e-04,-5.328634397436828301e-04,-4.184175288754283985e-04,-4.567427135266109500e-04,-1.659376337580977445e-03,-6.482451162771574833e-04,8.610216799678905685e-05,4.595876362128785658e-04,-2.036036389425388061e-04,1.104342269907456322e-03
